product_title,source_site,product_url,description_clean,min_order_qty,sold_in_pairs,sold_in_packs,min_lineal_feet,unit_type,notes_raw_rules
Casement Window Crank Operator | Old Style Part,truthentrygard.com,https://truthentrygard.com/product/casement-window-crank-operator-old-style-part/,"For questions or concerns, please contact info@truthentrygard.com Description Upgrade your casement windows effortlessly with our Old Style Casement Operator Replacement Parts #TEG-RFPI. Specifically designed to replace outdated models from the 1970s, 80s, 90s, and 2000s, this OEM replacement model breathes new life into your windows. Installing seamlessly under the wood sill stop cover, our replacement parts offer a seamless transition without the need for extensive modifications. Simply consult the provided pictures and schematic for easy installation guidance. Customize your replacement with available “B” arm lengths to ensure a perfect fit for your window configuration. Say goodbye to outdated functionality and embrace modern efficiency with our Old Style Casement Operator Replacement Parts #TEG-RFPI. Description Upgrade your casement windows effortlessly with our Old Style Casement Operator Replacement Parts #TEG-RFPI. Specifically designed to replace outdated models from the 1970s, 80s, 90s, and 2000s, this OEM replacement model breathes new life into your windows. Installing seamlessly under the wood sill stop cover, our replacement parts offer a seamless transition without the need for extensive modifications. Simply consult the provided pictures and schematic for easy installation guidance. Customize your replacement with available “B” arm lengths to ensure a perfect fit for your window configuration. Say goodbye to outdated functionality and embrace modern efficiency with our Old Style Casement Operator Replacement Parts #TEG-RFPI. Description Upgrade your casement windows effortlessly with our Old Style Casement Operator Replacement Parts #TEG-RFPI. Specifically designed to replace outdated models from the 1970s, 80s, 90s, and 2000s, this OEM replacement model breathes new life into your windows. Installing seamlessly under the wood sill stop cover, our replacement parts offer a seamless transition without the need for extensive modifications. Simply consult the provided pictures and schematic for easy installation guidance. Customize your replacement with available “B” arm lengths to ensure a perfect fit for your window configuration. Say goodbye to outdated functionality and embrace modern efficiency with our Old Style Casement Operator Replacement Parts #TEG-RFPI.",,no,,,each,
Casement Window Hardware – Hinge Arm Track (PR),truthentrygard.com,https://truthentrygard.com/product/casement-window-hardware-hinge-arm-track-pr/,"**For questions or concerns, please contact info@truthentrygard.com Description Casement Hinge Arm Track Assembly, an OEM Biltbest Window Replacement Hardware Part designed to enhance the functionality and longevity of your casement windows. Each purchase includes a pair of hinge arm tracks, providing comprehensive support for single-arm operator windows. Model #RF-12 is meticulously crafted to ensure seamless compatibility and effortless installation, making it ideal for casement hinge arm track assembly replacements. Built with durability in mind, this assembly is engineered to withstand everyday use while maintaining optimal performance. For other Truth® – Miscellaneous BiltBest Window Hardware needs, explore our comprehensive range of replacement parts and accessories. From hinges to handles, we offer solutions to meet all your window hardware requirements. Upgrade your casement windows with confidence, knowing that you’re investing in quality craftsmanship and reliable functionality with our Casement Hinge Arm Track Assembly. Experience smoother operation and extended durability for your windows today. Description Casement Hinge Arm Track Assembly, an OEM Biltbest Window Replacement Hardware Part designed to enhance the functionality and longevity of your casement windows. Each purchase includes a pair of hinge arm tracks, providing comprehensive support for single-arm operator windows. Model #RF-12 is meticulously crafted to ensure seamless compatibility and effortless installation, making it ideal for casement hinge arm track assembly replacements. Built with durability in mind, this assembly is engineered to withstand everyday use while maintaining optimal performance. For other Truth® – Miscellaneous BiltBest Window Hardware needs, explore our comprehensive range of replacement parts and accessories. From hinges to handles, we offer solutions to meet all your window hardware requirements. Upgrade your casement windows with confidence, knowing that you’re investing in quality craftsmanship and reliable functionality with our Casement Hinge Arm Track Assembly. Experience smoother operation and extended durability for your windows today. Description Casement Hinge Arm Track Assembly, an OEM Biltbest Window Replacement Hardware Part designed to enhance the functionality and longevity of your casement windows. Each purchase includes a pair of hinge arm tracks, providing comprehensive support for single-arm operator windows. Model #RF-12 is meticulously crafted to ensure seamless compatibility and effortless installation, making it ideal for casement hinge arm track assembly replacements. Built with durability in mind, this assembly is engineered to withstand everyday use while maintaining optimal performance. For other Truth® – Miscellaneous BiltBest Window Hardware needs, explore our comprehensive range of replacement parts and accessories. From hinges to handles, we offer solutions to meet all your window hardware requirements. Upgrade your casement windows with confidence, knowing that you’re investing in quality craftsmanship and reliable functionality with our Casement Hinge Arm Track Assembly. Experience smoother operation and extended durability for your windows today.",,no,,,each,
Casement Window Keeper Latch Part,truthentrygard.com,https://truthentrygard.com/product/casement-window-keeper-latch-part/,"**For questions or concerns, please contact info@truthentrygard.com Description Upgrade your casement window’s security and functionality with our Replacement Casement Keeper, compatible with OEM Casement Locks. Crafted in the OEM style, these keepers are designed to fit seamlessly with virtually any window design ever built by BiltBest Window Hardware. Ensure a snug and secure closure for your casement windows with these high-quality keepers. Whether you’re replacing worn-out parts or enhancing the security of your windows, our OEM-style keepers are the perfect solution. Enjoy peace of mind knowing your windows are equipped with reliable hardware designed for long-lasting performance. Description Upgrade your casement window’s security and functionality with our Replacement Casement Keeper, compatible with OEM Casement Locks. Crafted in the OEM style, these keepers are designed to fit seamlessly with virtually any window design ever built by BiltBest Window Hardware. Ensure a snug and secure closure for your casement windows with these high-quality keepers. Whether you’re replacing worn-out parts or enhancing the security of your windows, our OEM-style keepers are the perfect solution. Enjoy peace of mind knowing your windows are equipped with reliable hardware designed for long-lasting performance. Description Upgrade your casement window’s security and functionality with our Replacement Casement Keeper, compatible with OEM Casement Locks. Crafted in the OEM style, these keepers are designed to fit seamlessly with virtually any window design ever built by BiltBest Window Hardware. Ensure a snug and secure closure for your casement windows with these high-quality keepers. Whether you’re replacing worn-out parts or enhancing the security of your windows, our OEM-style keepers are the perfect solution. Enjoy peace of mind knowing your windows are equipped with reliable hardware designed for long-lasting performance.",,no,,,each,
Casement Window – Lock Handle and Escutcheon,truthentrygard.com,https://truthentrygard.com/product/casement-window-lock-handle-and-escutcheon-2/,"**For questions or concerns, please contact info@truthentrygard.com Description Discover the perfect finishing touch for your casement windows with the Window Parts Casement Lock Handle and Escutcheon. Crafted to OEM standards, this set includes both the lock handle and escutcheon, ensuring seamless functionality and a polished appearance. Available in two elegant colors, white or goldtone, you can specify the perfect match for your window aesthetic. Whether you prefer the timeless simplicity of white or the luxurious allure of goldtone, our casement lock handle and escutcheon set will complement your decor with style and sophistication. Identified as Top, Casement Parts, Lock Handle & Escutcheon #TRRF-03, this set is designed for easy installation and reliable operation, providing both convenience and security for your windows. Description Discover the perfect finishing touch for your casement windows with the Window Parts Casement Lock Handle and Escutcheon. Crafted to OEM standards, this set includes both the lock handle and escutcheon, ensuring seamless functionality and a polished appearance. Available in two elegant colors, white or goldtone, you can specify the perfect match for your window aesthetic. Whether you prefer the timeless simplicity of white or the luxurious allure of goldtone, our casement lock handle and escutcheon set will complement your decor with style and sophistication. Identified as Top, Casement Parts, Lock Handle & Escutcheon #TRRF-03, this set is designed for easy installation and reliable operation, providing both convenience and security for your windows. Description Discover the perfect finishing touch for your casement windows with the Window Parts Casement Lock Handle and Escutcheon. Crafted to OEM standards, this set includes both the lock handle and escutcheon, ensuring seamless functionality and a polished appearance. Available in two elegant colors, white or goldtone, you can specify the perfect match for your window aesthetic. Whether you prefer the timeless simplicity of white or the luxurious allure of goldtone, our casement lock handle and escutcheon set will complement your decor with style and sophistication. Identified as Top, Casement Parts, Lock Handle & Escutcheon #TRRF-03, this set is designed for easy installation and reliable operation, providing both convenience and security for your windows.",,no,,,each,
Casement Window Lock Handle and Escutcheon,truthentrygard.com,https://truthentrygard.com/product/casement-window-lock-handle-and-escutcheon/,"**For questions or concerns, please contact info@truthentrygard.com Description Window Parts Casement Lock Handle and Escutcheon, a premium solution for enhancing both the security and aesthetics of your windows. Available in a choice of two elegant colors, White or Gold, this set ensures a perfect match for your interior decor. Identified as Top, Casement Parts, Lock Handle & Escutcheon #RF-03, our lock handle and escutcheon set is crafted with precision and durability in mind. Each component is designed to seamlessly integrate into your casement windows, providing a reliable and stylish locking mechanism. Whether you prefer the timeless simplicity of White or the luxurious allure of Gold, our casement lock handle and escutcheon set offers both functionality and visual appeal. Upgrade your windows with confidence, knowing that you’re investing in quality craftsmanship and style. Description Window Parts Casement Lock Handle and Escutcheon, a premium solution for enhancing both the security and aesthetics of your windows. Available in a choice of two elegant colors, White or Gold, this set ensures a perfect match for your interior decor. Identified as Top, Casement Parts, Lock Handle & Escutcheon #RF-03, our lock handle and escutcheon set is crafted with precision and durability in mind. Each component is designed to seamlessly integrate into your casement windows, providing a reliable and stylish locking mechanism. Whether you prefer the timeless simplicity of White or the luxurious allure of Gold, our casement lock handle and escutcheon set offers both functionality and visual appeal. Upgrade your windows with confidence, knowing that you’re investing in quality craftsmanship and style. Description Window Parts Casement Lock Handle and Escutcheon, a premium solution for enhancing both the security and aesthetics of your windows. Available in a choice of two elegant colors, White or Gold, this set ensures a perfect match for your interior decor. Identified as Top, Casement Parts, Lock Handle & Escutcheon #RF-03, our lock handle and escutcheon set is crafted with precision and durability in mind. Each component is designed to seamlessly integrate into your casement windows, providing a reliable and stylish locking mechanism. Whether you prefer the timeless simplicity of White or the luxurious allure of Gold, our casement lock handle and escutcheon set offers both functionality and visual appeal. Upgrade your windows with confidence, knowing that you’re investing in quality craftsmanship and style.",,no,,,each,
Casement Window Operators – Ellipse Styles | All Colors All Finishes | All Lengths 7.5″ 9.5″ and 13.5″ Arm,truthentrygard.com,https://truthentrygard.com/product/casement-window-operators-ellipse-styles-all-colors-all-finishes-all-lengths-7-5-9-5-and-13-5-arm/,"For questions or concerns, please contact info@truthentrygard.com Description Explore the latest innovations in window hardware with Truth® Manufacturing Company’s Ellipse Style Casement Operators. While older styles may have been discontinued, our modernized Ellipse operators offer the same reliable functionality with a fresh, updated look. Designed for seamless replacement, the Ellipse operators feature a mounting hole configuration that matches perfectly with older models, eliminating the need for re-drilling or additional modifications. Constructed with a diecast zinc alloy body and a hardened steel arm and gear, our operators ensure durability and smooth operation for years to come. In addition to the Ellipse operators, we also offer replacement casement tracks in Bronze, White, and Gold finishes, catering to your specific style preferences. Choose from different arm lengths—13-1/2″, 9-1/2″, and 7-1/2″—and finishes to customize your window hardware to suit your needs. For assistance in identifying parts or selecting the right components for your windows, reach out to our dedicated team at Info@TruthEntryGard.com . We’re here to provide expert guidance and support throughout your replacement process. Description Explore the latest innovations in window hardware with Truth® Manufacturing Company’s Ellipse Style Casement Operators. While older styles may have been discontinued, our modernized Ellipse operators offer the same reliable functionality with a fresh, updated look. Designed for seamless replacement, the Ellipse operators feature a mounting hole configuration that matches perfectly with older models, eliminating the need for re-drilling or additional modifications. Constructed with a diecast zinc alloy body and a hardened steel arm and gear, our operators ensure durability and smooth operation for years to come. In addition to the Ellipse operators, we also offer replacement casement tracks in Bronze, White, and Gold finishes, catering to your specific style preferences. Choose from different arm lengths—13-1/2″, 9-1/2″, and 7-1/2″—and finishes to customize your window hardware to suit your needs. For assistance in identifying parts or selecting the right components for your windows, reach out to our dedicated team at Info@TruthEntryGard.com . We’re here to provide expert guidance and support throughout your replacement process. Description Explore the latest innovations in window hardware with Truth® Manufacturing Company’s Ellipse Style Casement Operators. While older styles may have been discontinued, our modernized Ellipse operators offer the same reliable functionality with a fresh, updated look. Designed for seamless replacement, the Ellipse operators feature a mounting hole configuration that matches perfectly with older models, eliminating the need for re-drilling or additional modifications. Constructed with a diecast zinc alloy body and a hardened steel arm and gear, our operators ensure durability and smooth operation for years to come. In addition to the Ellipse operators, we also offer replacement casement tracks in Bronze, White, and Gold finishes, catering to your specific style preferences. Choose from different arm lengths—13-1/2″, 9-1/2″, and 7-1/2″—and finishes to customize your window hardware to suit your needs. For assistance in identifying parts or selecting the right components for your windows, reach out to our dedicated team at Info@TruthEntryGard.com . We’re here to provide expert guidance and support throughout your replacement process.",,no,,,each,
"Casement Window Part, Hinge Arms",truthentrygard.com,https://truthentrygard.com/product/casement-window-part-hinge-arms/,"**For questions or concerns, please contact info@truthentrygard.com Description Crafted to perfection, these hinge arms effortlessly restore the functionality and aesthetic appeal of your windows. Each package includes a pair of top and bottom hinge arms, ensuring comprehensive replacement. Designed to fit seamlessly into your window system, these hinge arms are non-handed, simplifying installation. Engineered with precision, our Replacement Casement Hinge Arms are compatible with OEM Bilt-Best Casement Hinge Arms #RO-99, as well as Truth® Window Hardware, guaranteeing reliable performance and compatibility. Trust in our quality craftsmanship to breathe new life into your windows, providing durability and smooth operation for years to come. Elevate your windows with the perfect replacement solution. Description Crafted to perfection, these hinge arms effortlessly restore the functionality and aesthetic appeal of your windows. Each package includes a pair of top and bottom hinge arms, ensuring comprehensive replacement. Designed to fit seamlessly into your window system, these hinge arms are non-handed, simplifying installation. Engineered with precision, our Replacement Casement Hinge Arms are compatible with OEM Bilt-Best Casement Hinge Arms #RO-99, as well as Truth® Window Hardware, guaranteeing reliable performance and compatibility. Trust in our quality craftsmanship to breathe new life into your windows, providing durability and smooth operation for years to come. Elevate your windows with the perfect replacement solution. Description Crafted to perfection, these hinge arms effortlessly restore the functionality and aesthetic appeal of your windows. Each package includes a pair of top and bottom hinge arms, ensuring comprehensive replacement. Designed to fit seamlessly into your window system, these hinge arms are non-handed, simplifying installation. Engineered with precision, our Replacement Casement Hinge Arms are compatible with OEM Bilt-Best Casement Hinge Arms #RO-99, as well as Truth® Window Hardware, guaranteeing reliable performance and compatibility. Trust in our quality craftsmanship to breathe new life into your windows, providing durability and smooth operation for years to come. Elevate your windows with the perfect replacement solution.",,no,,,each,
"Casement Window Part, Slide Hinge Arms RF-01",truthentrygard.com,https://truthentrygard.com/product/casement-window-part-slide-hinge-arms-rf-01/,"**For questions or concerns, please contact info@truthentrygard.com Description Window Part – Casement Hinge Arm (Pair), crafted to perfection for your casement window needs. These replacement hinge arms, available in pairs, ensure smooth operation and durability for your windows. Designed for compatibility with Truth® and BiltBest Window Hardware, our Hinge Arm Assembly (RF-01) and Hinge Arms (RF-02) offer reliable performance tailored to your window model. Note that while the RF-01 and RF-02 are nearly identical, the RF-01 features a retainer clip on the arm’s end, facilitating attachment to the hinge track. Ideal for newer window models equipped with a 10″ track, these hinges seamlessly slide into place, guaranteeing hassle-free installation and operation. Should you be unsure whether you need the RF-01 or RF-02, opting for the RF-01 provides versatility, as its retainer clip can be easily removed, rendering it identical to the RF-02 model. Upgrade your casement windows with confidence, knowing that our Casement Hinge Arms deliver unmatched quality and functionality. Choose reliability and performance for your windows with our premium hinge arm solutions. Description Window Part – Casement Hinge Arm (Pair), crafted to perfection for your casement window needs. These replacement hinge arms, available in pairs, ensure smooth operation and durability for your windows. Designed for compatibility with Truth® and BiltBest Window Hardware, our Hinge Arm Assembly (RF-01) and Hinge Arms (RF-02) offer reliable performance tailored to your window model. Note that while the RF-01 and RF-02 are nearly identical, the RF-01 features a retainer clip on the arm’s end, facilitating attachment to the hinge track. Ideal for newer window models equipped with a 10″ track, these hinges seamlessly slide into place, guaranteeing hassle-free installation and operation. Should you be unsure whether you need the RF-01 or RF-02, opting for the RF-01 provides versatility, as its retainer clip can be easily removed, rendering it identical to the RF-02 model. Upgrade your casement windows with confidence, knowing that our Casement Hinge Arms deliver unmatched quality and functionality. Choose reliability and performance for your windows with our premium hinge arm solutions. Description Window Part – Casement Hinge Arm (Pair), crafted to perfection for your casement window needs. These replacement hinge arms, available in pairs, ensure smooth operation and durability for your windows. Designed for compatibility with Truth® and BiltBest Window Hardware, our Hinge Arm Assembly (RF-01) and Hinge Arms (RF-02) offer reliable performance tailored to your window model. Note that while the RF-01 and RF-02 are nearly identical, the RF-01 features a retainer clip on the arm’s end, facilitating attachment to the hinge track. Ideal for newer window models equipped with a 10″ track, these hinges seamlessly slide into place, guaranteeing hassle-free installation and operation. Should you be unsure whether you need the RF-01 or RF-02, opting for the RF-01 provides versatility, as its retainer clip can be easily removed, rendering it identical to the RF-02 model. Upgrade your casement windows with confidence, knowing that our Casement Hinge Arms deliver unmatched quality and functionality. Choose reliability and performance for your windows with our premium hinge arm solutions.",,no,,,each,
Casement Window Parts – Hinge Arms ( RF-02 ),truthentrygard.com,https://truthentrygard.com/product/casement-window-parts-hinge-arms-rf-02/,"For questions or concerns, please contact info@truthentrygard.com Description Enhance the functionality of your casement windows with our Casement Hinge Arms, available per pair. These replacement parts are not only compatible with casement windows but also with various other models, offering versatile solutions for your needs. Designed as top and bottom hinge arms, each pair is non-handed for simplified installation. Our Model #RF-02 hinges provide reliable performance and durability for your windows. **Please note the slight difference between our #RF-01 and #RF-02 models: while both are identical, the RF-01 features a retainer clip on the arm’s end that attaches to the hinge track. This clip is essential for newer models with a 10″ track. However, if unsure, opt for the RF-01 as the retainer clip can be removed, making it identical to the RF-02 model. Description Enhance the functionality of your casement windows with our Casement Hinge Arms, available per pair. These replacement parts are not only compatible with casement windows but also with various other models, offering versatile solutions for your needs. Designed as top and bottom hinge arms, each pair is non-handed for simplified installation. Our Model #RF-02 hinges provide reliable performance and durability for your windows. **Please note the slight difference between our #RF-01 and #RF-02 models: while both are identical, the RF-01 features a retainer clip on the arm’s end that attaches to the hinge track. This clip is essential for newer models with a 10″ track. However, if unsure, opt for the RF-01 as the retainer clip can be removed, making it identical to the RF-02 model. Description Enhance the functionality of your casement windows with our Casement Hinge Arms, available per pair. These replacement parts are not only compatible with casement windows but also with various other models, offering versatile solutions for your needs. Designed as top and bottom hinge arms, each pair is non-handed for simplified installation. Our Model #RF-02 hinges provide reliable performance and durability for your windows. **Please note the slight difference between our #RF-01 and #RF-02 models: while both are identical, the RF-01 features a retainer clip on the arm’s end that attaches to the hinge track. This clip is essential for newer models with a 10″ track. However, if unsure, opt for the RF-01 as the retainer clip can be removed, making it identical to the RF-02 model.",,no,,,each,
Casement Window Parts | Old Roto Crank Handle and Cover,truthentrygard.com,https://truthentrygard.com/product/casement-window-parts-old-roto-crank-handle-and-cover/,"For questions or concerns, please contact info@truthentrygard.com Description Upgrade your old casement-style windows with our Crank Handle and Cover Set. Available in White, Gold, or Dark Bronze, it provides smooth operation and a fresh look. Custom colors available by special order. Description Upgrade your old casement-style windows with our Crank Handle and Cover Set. Available in White, Gold, or Dark Bronze, it provides smooth operation and a fresh look. Custom colors available by special order. Description Upgrade your old casement-style windows with our Crank Handle and Cover Set. Available in White, Gold, or Dark Bronze, it provides smooth operation and a fresh look. Custom colors available by special order.",,no,,,each,
Sash Lock Latch Set | Casement Window Parts,truthentrygard.com,https://truthentrygard.com/product/casement-window-parts-sash-lock-latch-set/,"**For questions or concerns, please contact info@truthentrygard.com Description Introducing our specialized replacement parts tailored for your old Entry-Gard Casement Window Models. Say goodbye to frustrations with malfunctioning locks and latches, and welcome seamless operation with our premium Sash Casement Locks/Latches. Available in three standard colors—White, Dark Bronze, and White—you can effortlessly match them to your existing window frames for a cohesive look. Whether you’re refreshing the appearance of your windows or simply in need of reliable replacements, our Sash Casement Locks/Latches are here to deliver. Crafted with durability and precision in mind, these replacement parts ensure secure closure and peace of mind for years to come. Say hello to effortless operation and enhanced security with our trusted replacement parts for your Entry-Gard Casement Windows. Description Introducing our specialized replacement parts tailored for your old Entry-Gard Casement Window Models. Say goodbye to frustrations with malfunctioning locks and latches, and welcome seamless operation with our premium Sash Casement Locks/Latches. Available in three standard colors—White, Dark Bronze, and White—you can effortlessly match them to your existing window frames for a cohesive look. Whether you’re refreshing the appearance of your windows or simply in need of reliable replacements, our Sash Casement Locks/Latches are here to deliver. Crafted with durability and precision in mind, these replacement parts ensure secure closure and peace of mind for years to come. Say hello to effortless operation and enhanced security with our trusted replacement parts for your Entry-Gard Casement Windows. Description Introducing our specialized replacement parts tailored for your old Entry-Gard Casement Window Models. Say goodbye to frustrations with malfunctioning locks and latches, and welcome seamless operation with our premium Sash Casement Locks/Latches. Available in three standard colors—White, Dark Bronze, and White—you can effortlessly match them to your existing window frames for a cohesive look. Whether you’re refreshing the appearance of your windows or simply in need of reliable replacements, our Sash Casement Locks/Latches are here to deliver. Crafted with durability and precision in mind, these replacement parts ensure secure closure and peace of mind for years to come. Say hello to effortless operation and enhanced security with our trusted replacement parts for your Entry-Gard Casement Windows.",,no,,,each,
Casement Window Roto Crank Gear Operator for 16 1/2″ to 26 1/2″ W and Larger Assemblies,truthentrygard.com,https://truthentrygard.com/product/casement-window-roto-crank-gear-operator-for-16-1-2-to-26-1-2-w-and-larger-assemblies/,"For questions or concerns, please contact info@truthentrygard.com Description Choose the perfect EntryGard Awning Window Hardware Parts with our convenient drop-down menus. Select the Daylight Opening Width that matches your window size: [18 1/2″ to under 22 1/2″ | 22 1/2″ to under 26 1/2″ | 26 1/2″ and larger]. Each package includes a Single Pull Operator and screws for easy installation. Ensure smooth operation and reliable control of your casement sash with the right hardware. Our awning window operator offers positive control in all positions, commonly used between 1981 and 1993. It features a simple detach feature for quick window removal and concealed mounting screw holes set at 4-1/4, 3-1/2, and two inches (108, 88.9, and 50.8 millimeters) on center. **Please note: Polished Brass is no longer available for the 25 1/2″ W units** Why Coastal? Coastal environments pose extreme challenges for window hardware due to corrosion. Our Stainless Steel hardware offers unparalleled corrosion protection, ensuring durability and longevity in saltwater environments. Description Choose the perfect EntryGard Awning Window Hardware Parts with our convenient drop-down menus. Select the Daylight Opening Width that matches your window size: [18 1/2″ to under 22 1/2″ | 22 1/2″ to under 26 1/2″ | 26 1/2″ and larger]. Each package includes a Single Pull Operator and screws for easy installation. Ensure smooth operation and reliable control of your casement sash with the right hardware. Our awning window operator offers positive control in all positions, commonly used between 1981 and 1993. It features a simple detach feature for quick window removal and concealed mounting screw holes set at 4-1/4, 3-1/2, and two inches (108, 88.9, and 50.8 millimeters) on center. **Please note: Polished Brass is no longer available for the 25 1/2″ W units** Why Coastal? Coastal environments pose extreme challenges for window hardware due to corrosion. Our Stainless Steel hardware offers unparalleled corrosion protection, ensuring durability and longevity in saltwater environments. Description Choose the perfect EntryGard Awning Window Hardware Parts with our convenient drop-down menus. Select the Daylight Opening Width that matches your window size: [18 1/2″ to under 22 1/2″ | 22 1/2″ to under 26 1/2″ | 26 1/2″ and larger]. Each package includes a Single Pull Operator and screws for easy installation. Ensure smooth operation and reliable control of your casement sash with the right hardware. Our awning window operator offers positive control in all positions, commonly used between 1981 and 1993. It features a simple detach feature for quick window removal and concealed mounting screw holes set at 4-1/4, 3-1/2, and two inches (108, 88.9, and 50.8 millimeters) on center. **Please note: Polished Brass is no longer available for the 25 1/2″ W units** Why Coastal? Coastal environments pose extreme challenges for window hardware due to corrosion. Our Stainless Steel hardware offers unparalleled corrosion protection, ensuring durability and longevity in saltwater environments.",,no,,,each,
Casement Window Sash Lock Locking Latch Parts,truthentrygard.com,https://truthentrygard.com/product/casement-window-sash-lock-locking-latch-parts-bronze-white-goldtone-fits-others/,"For questions or concerns, please contact info@truthentrygard.com Description Discover the solution to your casement window needs with our Window Replacement and Repair Parts collection, featuring Casement Locks tailored for older Norco and select other brands. Available in three timeless hues – white, bronze, or goldtone – these locks seamlessly blend with your window aesthetics while ensuring reliable functionality. Please note, to streamline our service and ensure your satisfaction, a minimum order of two units is required for this item. Each order is priced per pair, guaranteeing you receive the necessary quantity to address your casement locking requirements effectively. Upgrade your window security and restore functionality effortlessly with our Casement Locks. Choose durability, style, and peace of mind today. Description Discover the solution to your casement window needs with our Window Replacement and Repair Parts collection, featuring Casement Locks tailored for older Norco and select other brands. Available in three timeless hues – white, bronze, or goldtone – these locks seamlessly blend with your window aesthetics while ensuring reliable functionality. Please note, to streamline our service and ensure your satisfaction, a minimum order of two units is required for this item. Each order is priced per pair, guaranteeing you receive the necessary quantity to address your casement locking requirements effectively. Upgrade your window security and restore functionality effortlessly with our Casement Locks. Choose durability, style, and peace of mind today. Description Discover the solution to your casement window needs with our Window Replacement and Repair Parts collection, featuring Casement Locks tailored for older Norco and select other brands. Available in three timeless hues – white, bronze, or goldtone – these locks seamlessly blend with your window aesthetics while ensuring reliable functionality. Please note, to streamline our service and ensure your satisfaction, a minimum order of two units is required for this item. Each order is priced per pair, guaranteeing you receive the necessary quantity to address your casement locking requirements effectively. Upgrade your window security and restore functionality effortlessly with our Casement Locks. Choose durability, style, and peace of mind today.",,no,,,each,
Casement Window Sill Stop Kit Package P-234 DC P-233 DC,truthentrygard.com,https://truthentrygard.com/product/casement-window-sill-stop-kit-package-p-234-dc-p-233-dc/,"For questions or concerns, please contact info@truthentrygard.com Description Introducing our comprehensive solution for your vintage casement window restoration needs: the “Sill Stop Parts Kit,” meticulously curated to breathe new life into older model Biltbest and various other brands. This kit features a Complete Sill Operator Kit, showcasing the latest in casement operator technology alongside a sleek sill stop, as depicted in the accompanying photo. Designed to cater specifically to wood casement windows from the 1960s, 1970s, and 1980s, this kit encompasses everything you require for a seamless restoration process. From hinges to shoe glides, operator handles to operator shoe glides, and an array of other essential components available elsewhere on our site, we’ve got you covered. Specify your preference for left-handed or right-handed configurations, ensuring a perfect match for your window’s unique setup. Determining the handing couldn’t be easier: simply stand inside your home and observe the placement of the lock or lock handle. If it’s on the left, opt for a left-handed operator; if it’s on the right, select a right-handed operator for optimal functionality. Restore, rejuvenate, and revel in the enhanced performance of your cherished casement windows with our “Sill Stop Parts Kit.” Unlock the potential of your vintage windows with ease and precision. ** PDF Form Required for the sill stop: How To Measure – BiltBest Casement Sill Stop Right Hand Operator Cover Component OR How To Measure – BiltBest Casement Sill Stop Left Hand Operator Cover Component Description Introducing our comprehensive solution for your vintage casement window restoration needs: the “Sill Stop Parts Kit,” meticulously curated to breathe new life into older model Biltbest and various other brands. This kit features a Complete Sill Operator Kit, showcasing the latest in casement operator technology alongside a sleek sill stop, as depicted in the accompanying photo. Designed to cater specifically to wood casement windows from the 1960s, 1970s, and 1980s, this kit encompasses everything you require for a seamless restoration process. From hinges to shoe glides, operator handles to operator shoe glides, and an array of other essential components available elsewhere on our site, we’ve got you covered. Specify your preference for left-handed or right-handed configurations, ensuring a perfect match for your window’s unique setup. Determining the handing couldn’t be easier: simply stand inside your home and observe the placement of the lock or lock handle. If it’s on the left, opt for a left-handed operator; if it’s on the right, select a right-handed operator for optimal functionality. Restore, rejuvenate, and revel in the enhanced performance of your cherished casement windows with our “Sill Stop Parts Kit.” Unlock the potential of your vintage windows with ease and precision. ** PDF Form Required for the sill stop: How To Measure – BiltBest Casement Sill Stop Right Hand Operator Cover Component OR How To Measure – BiltBest Casement Sill Stop Left Hand Operator Cover Component Description Introducing our comprehensive solution for your vintage casement window restoration needs: the “Sill Stop Parts Kit,” meticulously curated to breathe new life into older model Biltbest and various other brands. This kit features a Complete Sill Operator Kit, showcasing the latest in casement operator technology alongside a sleek sill stop, as depicted in the accompanying photo. Designed to cater specifically to wood casement windows from the 1960s, 1970s, and 1980s, this kit encompasses everything you require for a seamless restoration process. From hinges to shoe glides, operator handles to operator shoe glides, and an array of other essential components available elsewhere on our site, we’ve got you covered. Specify your preference for left-handed or right-handed configurations, ensuring a perfect match for your window’s unique setup. Determining the handing couldn’t be easier: simply stand inside your home and observe the placement of the lock or lock handle. If it’s on the left, opt for a left-handed operator; if it’s on the right, select a right-handed operator for optimal functionality. Restore, rejuvenate, and revel in the enhanced performance of your cherished casement windows with our “Sill Stop Parts Kit.” Unlock the potential of your vintage windows with ease and precision. ** PDF Form Required for the sill stop: How To Measure – BiltBest Casement Sill Stop Right Hand Operator Cover Component OR How To Measure – BiltBest Casement Sill Stop Left Hand Operator Cover Component",,no,,,each,
